count,country,iso3c,ccode,year
56,Burundi,BDI,516,1996
23,Belgium,BEL,211,1996
8,Benin,BEN,434,1996
2,Burkina Faso,BFA,439,1996
22,Bangladesh,BGD,771,1996
15,Bulgaria,BGR,355,1996
7,Bahrain,BHR,692,1996
1,Bahamas,BHS,31,1996
612,Bosnia and Herzegovina,BIH,346,1996
25,Belarus,BLR,370,1996
5,Belize,BLZ,80,1996
15,Bolivia,BOL,145,1996
103,Brazil,BRA,140,1996
1,Barbados,BRB,53,1996
3,Brunei,BRN,835,1996
4,Botswana,BWA,571,1996
246,Canada,CAN,20,1996
27,Chile,CHL,155,1996
687,China,CHN,710,1996
10,Ivory Coast,CIV,437,1996
4,Cameroon,CMR,471,1996
99,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1996
4,Congo,COG,484,1996
119,Colombia,COL,100,1996
3,Comoros,COM,581,1996
12,Costa Rica,CRI,94,1996
208,Cuba,CUB,40,1996
9,Cyprus,CYP,352,1996
48,Czech Republic,CZE,316,1996
432,Germany,DEU,255,1996
1,Djibouti,DJI,522,1996
23,Denmark,DNK,390,1996
59,Dominican Republic,DOM,42,1996
21,Algeria,DZA,615,1996
13,Ecuador,ECU,130,1996
111,Egypt,EGY,651,1996
6,Eritrea,ERI,531,1996
114,Spain,ESP,230,1996
5,Estonia,EST,366,1996
23,Ethiopia,ETH,530,1996
15,Finland,FIN,375,1996
3,Fiji,FJI,950,1996
459,France,FRA,220,1996
1,Micronesia,FSM,987,1996
4,Gabon,GAB,481,1996
160,United Kingdom,GBR,200,1996
74,Georgia,GEO,372,1996
16,Ghana,GHA,452,1996
2,Guinea,GIN,438,1996
2,Gambia,GMB,420,1996
NA,Equatorial Guinea,GNQ,411,1996
70,Greece,GRC,350,1996
2,Grenada,GRD,55,1996
62,Guatemala,GTM,90,1996
1,Guyana,GUY,110,1996
13,Honduras,HND,91,1996
142,Croatia,HRV,344,1996
50,Haiti,HTI,41,1996
53,Hungary,HUN,310,1996
104,Indonesia,IDN,850,1996
203,India,IND,750,1996
188,Ireland,IRL,205,1996
131,Iran,IRN,630,1996
301,Iraq,IRQ,645,1996
7,Iceland,ISL,395,1996
819,Israel,ISR,666,1996
243,Italy,ITA,325,1996
31,Jamaica,JAM,51,1996
87,Jordan,JOR,663,1996
700,Japan,JPN,740,1996
9,Kazakhstan,KAZ,705,1996
42,Kenya,KEN,501,1996
1,Kyrgyzstan,KGZ,703,1996
42,Cambodia,KHM,811,1996
1,St. Kitts and Nevis,KNA,60,1996
148,South Korea,KOR,732,1996
25,Kuwait,KWT,690,1996
2,Laos,LAO,812,1996
128,Lebanon,LBN,660,1996
52,Liberia,LBR,450,1996
38,Libya,LBY,620,1996
1,Liechtenstein,LIE,223,1996
25,Sri Lanka,LKA,780,1996
5,Lesotho,LSO,570,1996
17,Lithuania,LTU,368,1996
1,Luxembourg,LUX,212,1996
1,Latvia,LVA,367,1996
11,Morocco,MAR,600,1996
2,Monaco,MCO,221,1996
1,Moldova,MDA,359,1996
4,Madagascar,MDG,580,1996
371,Mexico,MEX,70,1996
2,Marshall Islands,MHL,983,1996
3,Macedonia,MKD,343,1996
15,Mali,MLI,432,1996
3,Malta,MLT,338,1996
52,Myanmar,MMR,775,1996
15,Mongolia,MNG,712,1996
4,Mozambique,MOZ,541,1996
4,Mauritania,MRT,435,1996
1,Mauritius,MUS,590,1996
8,Malawi,MWI,553,1996
29,Malaysia,MYS,820,1996
3,Namibia,NAM,565,1996
7,Niger,NER,436,1996
49,Nigeria,NGA,475,1996
32,Nicaragua,NIC,93,1996
61,Netherlands,NLD,210,1996
23,Norway,NOR,385,1996
7,Nepal,NPL,790,1996
10,New Zealand,NZL,920,1996
3,Oman,OMN,698,1996
73,Pakistan,PAK,770,1996
13,Panama,PAN,95,1996
84,Peru,PER,135,1996
48,Philippines,PHL,840,1996
4,Palau,PLW,986,1996
81,Poland,POL,290,1996
93,North Korea,PRK,731,1996
15,Portugal,PRT,235,1996
6,Paraguay,PRY,150,1996
4,Palestine,PSE,NA,1996
3,Qatar,QAT,694,1996
34,Romania,ROU,360,1996
918,Russia,RUS,365,1996
134,Rwanda,RWA,517,1996
122,Saudi Arabia,SAU,670,1996
28,Sudan,SDN,625,1996
5,Senegal,SEN,433,1996
45,Singapore,SGP,830,1996
7,Sierra Leone,SLE,451,1996
19,El Salvador,SLV,92,1996
15,Somalia,SOM,520,1996
20,Slovakia,SVK,317,1996
2,Slovenia,SVN,349,1996
41,Sweden,SWE,380,1996
NA,Seychelles,SYC,591,1996
91,Syria,SYR,652,1996
6,Chad,TCD,483,1996
20,Togo,TGO,461,1996
43,Thailand,THA,800,1996
2,Tajikistan,TJK,702,1996
11,Trinidad and Tobago,TTO,52,1996
6,Tunisia,TUN,616,1996
128,Turkey,TUR,640,1996
18,Tanzania,TZA,510,1996
18,Uganda,UGA,500,1996
46,Ukraine,UKR,369,1996
2,Uruguay,URY,165,1996
2576,United States,USA,2,1996
6,Uzbekistan,UZB,704,1996
37,Venezuela,VEN,101,1996
72,Vietnam,VNM,816,1996
1,Samoa,WSM,990,1996
5,Yemen,YEM,679,1996
172,South Africa,ZAF,560,1996
9,Zambia,ZMB,551,1996
10,Zimbabwe,ZWE,552,1996
34,Afghanistan,AFG,700,1997
14,Angola,AGO,540,1997
83,Albania,ALB,339,1997
1,Andorra,AND,232,1997
1,United Arab Emirates,ARE,696,1997
56,Argentina,ARG,160,1997
5,Armenia,ARM,371,1997
1,Barbuda,ATG,58,1997
81,Australia,AUS,900,1997
19,Austria,AUT,305,1997
10,Azerbaijan,AZE,373,1997
11,Burundi,BDI,516,1997
12,Belgium,BEL,211,1997
1,Benin,BEN,434,1997
2,Burkina Faso,BFA,439,1997
9,Bangladesh,BGD,771,1997
19,Bulgaria,BGR,355,1997
3,Bahrain,BHR,692,1997
23,Belarus,BLR,370,1997
2,Belize,BLZ,80,1997
8,Bolivia,BOL,145,1997
85,Brazil,BRA,140,1997
5,Barbados,BRB,53,1997
1,Bhutan,BTN,760,1997
5,Botswana,BWA,571,1997
178,Canada,CAN,20,1997
25,Chile,CHL,155,1997
728,China,CHN,710,1997
9,Ivory Coast,CIV,437,1997
6,Cameroon,CMR,471,1997
163,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1997
95,Congo,COG,484,1997
64,Colombia,COL,100,1997
2,Comoros,COM,581,1997
12,Costa Rica,CRI,94,1997
135,Cuba,CUB,40,1997
9,Cyprus,CYP,352,1997
63,Czech Republic,CZE,316,1997
225,Germany,DEU,255,1997
3,Dominica,DMA,54,1997
17,Denmark,DNK,390,1997
18,Dominican Republic,DOM,42,1997
32,Algeria,DZA,615,1997
22,Ecuador,ECU,130,1997
82,Egypt,EGY,651,1997
105,Spain,ESP,230,1997
4,Estonia,EST,366,1997
9,Ethiopia,ETH,530,1997
11,Finland,FIN,375,1997
1,Fiji,FJI,950,1997
378,France,FRA,220,1997
6,Gabon,GAB,481,1997
673,Great Britain,GBR,200,1997
75,Georgia,GEO,372,1997
8,Ghana,GHA,452,1997
9,Guinea,GIN,438,1997
1,Gambia,GMB,420,1997
1,Guinea-Bissau,GNB,404,1997
37,Greece,GRC,350,1997
1,Grenada,GRD,55,1997
30,Guatemala,GTM,90,1997
3,Guyana,GUY,110,1997
3,Honduras,HND,91,1997
48,Croatia,HRV,344,1997
43,Haiti,HTI,41,1997
39,Hungary,HUN,310,1997
94,Indonesia,IDN,850,1997
143,India,IND,750,1997
170,Ireland,IRL,205,1997
136,Iran,IRN,630,1997
212,Iraq,IRQ,645,1997
2,Iceland,ISL,395,1997
727,Israel,ISR,666,1997
165,Italy,ITA,325,1997
29,Jamaica,JAM,51,1997
61,Jordan,JOR,663,1997
434,Japan,JPN,740,1997
5,Kazakhstan,KAZ,705,1997
42,Kenya,KEN,501,1997
3,St. Kitts and Nevis,KNA,60,1997
197,South Korea,KOR,732,1997
9,Kuwait,KWT,690,1997
4,Laos,LAO,812,1997
32,Lebanon,LBN,660,1997
10,Liberia,LBR,450,1997
19,Libya,LBY,620,1997
2,St. Lucia,LCA,56,1997
13,Sri Lanka,LKA,780,1997
7,Lithuania,LTU,368,1997
11,Luxembourg,LUX,212,1997
6,Latvia,LVA,367,1997
9,Morocco,MAR,600,1997
4,Monaco,MCO,221,1997
2,Moldova,MDA,359,1997
5,Madagascar,MDG,580,1997
469,Mexico,MEX,70,1997
4,Marshall Islands,MHL,983,1997
3,Macedonia,MKD,343,1997
4,Mali,MLI,432,1997
1,Malta,MLT,338,1997
22,Myanmar,MMR,775,1997
1,Mongolia,MNG,712,1997
2,Mozambique,MOZ,541,1997
5,Mauritania,MRT,435,1997
1,Malawi,MWI,553,1997
29,Malaysia,MYS,820,1997
11,Namibia,NAM,565,1997
2,Niger,NER,436,1997
40,Nigeria,NGA,475,1997
19,Nicaragua,NIC,93,1997
30,Netherlands,NLD,210,1997
15,Norway,NOR,385,1997
4,Nepal,NPL,790,1997
25,New Zealand,NZL,920,1997
57,Pakistan,PAK,770,1997
15,Panama,PAN,95,1997
110,Peru,PER,135,1997
33,Philippines,PHL,840,1997
8,Papua New Guinea,PNG,910,1997
94,Poland,POL,290,1997
81,North Korea,PRK,731,1997
20,Portugal,PRT,235,1997
2,Paraguay,PRY,150,1997
12,Qatar,QAT,694,1997
27,Romania,ROU,360,1997
600,Russia,RUS,365,1997
90,Rwanda,RWA,517,1997
64,Saudi Arabia,SAU,670,1997
10,Sudan,SDN,625,1997
3,Senegal,SEN,433,1997
24,Singapore,SGP,830,1997
11,Sierra Leone,SLE,451,1997
22,El Salvador,SLV,92,1997
10,Somalia,SOM,520,1997
7,Slovakia,SVK,317,1997
15,Slovenia,SVN,349,1997
36,Sweden,SWE,380,1997
1,Swaziland,SWZ,572,1997
34,Syria,SYR,652,1997
1,Chad,TCD,483,1997
73,Thailand,THA,800,1997
3,Tajikistan,TJK,702,1997
3,Turkmenistan,TKM,701,1997
3,Trinidad and Tobago,TTO,52,1997
11,Tunisia,TUN,616,1997
124,Turkey,TUR,640,1997
8,Tanzania,TZA,510,1997
15,Uganda,UGA,500,1997
21,Ukraine,UKR,369,1997
1,Uruguay,URY,165,1997
2433,United States,USA,2,1997
16,Uzbekistan,UZB,704,1997
17,Venezuela,VEN,101,1997
40,Vietnam,VNM,816,1997
1,Samoa,WSM,990,1997
5,Yemen,YEM,679,1997
168,South Africa,ZAF,560,1997
3,Zambia,ZMB,551,1997
16,Zimbabwe,ZWE,552,1997
156,Afghanistan,AFG,700,1998
19,Angola,AGO,540,1998
76,Albania,ALB,339,1998
5,United Arab Emirates,ARE,696,1998
77,Argentina,ARG,160,1998
11,Armenia,ARM,371,1998
46,Australia,AUS,900,1998
63,Austria,AUT,305,1998
16,Azerbaijan,AZE,373,1998
4,Burundi,BDI,516,1998
16,Belgium,BEL,211,1998
3,Burkina Faso,BFA,439,1998
15,Bangladesh,BGD,771,1998
18,Bulgaria,BGR,355,1998
5,Bahrain,BHR,692,1998
10,Belarus,BLR,370,1998
1,Belize,BLZ,80,1998
6,Bolivia,BOL,145,1998
190,Brazil,BRA,140,1998
2,Barbados,BRB,53,1998
2,Brunei,BRN,835,1998
4,Bhutan,BTN,760,1998
9,Botswana,BWA,571,1998
205,Canada,CAN,20,1998
117,Chile,CHL,155,1998
699,China,CHN,710,1998
9,Ivory Coast,CIV,437,1998
5,Cameroon,CMR,471,1998
2,"['congo-kinshasa', 'zaire', 'congo, democratic republic']",COD,490,1998
70,Congo,COG,484,1998
79,Colombia,COL,100,1998
2,Comoros,COM,581,1998
12,Costa Rica,CRI,94,1998
173,Cuba,CUB,40,1998
13,Cyprus,CYP,352,1998
59,Czech Republic,CZE,316,1998
407,Germany,DEU,255,1998
1,Dominica,DMA,54,1998
26,Denmark,DNK,390,1998
40,Dominican Republic,DOM,42,1998
18,Algeria,DZA,615,1998
14,Ecuador,ECU,130,1998
47,Egypt,EGY,651,1998
9,Eritrea,ERI,531,1998
141,Spain,ESP,230,1998
5,Estonia,EST,366,1998
14,Ethiopia,ETH,530,1998
29,Finland,FIN,375,1998
1,Fiji,FJI,950,1998
401,France,FRA,220,1998
1,Micronesia,FSM,987,1998
601,Great Britain,GBR,200,1998
66,Georgia,GEO,372,1998
10,Ghana,GHA,452,1998
11,Guinea,GIN,438,1998
NA,Guinea-Bissau,GNB,404,1998
2,Equatorial Guinea,GNQ,411,1998
33,Greece,GRC,350,1998
5,Grenada,GRD,55,1998
36,Guatemala,GTM,90,1998
42,Honduras,HND,91,1998
29,Croatia,HRV,344,1998
26,Haiti,HTI,41,1998
44,Hungary,HUN,310,1998
303,Indonesia,IDN,850,1998
303,India,IND,750,1998
233,Ireland,IRL,205,1998
199,Iran,IRN,630,1998
716,Iraq,IRQ,645,1998
5,Iceland,ISL,395,1998
675,Israel,ISR,666,1998
213,Italy,ITA,325,1998
23,Jamaica,JAM,51,1998
29,Jordan,JOR,663,1998
615,Japan,JPN,740,1998
9,Kazakhstan,KAZ,705,1998
239,Kenya,KEN,501,1998
3,St. Kitts and Nevis,KNA,60,1998
164,South Korea,KOR,732,1998
27,Kuwait,KWT,690,1998
21,Laos,LAO,812,1998
15,Lebanon,LBN,660,1998
7,Liberia,LBR,450,1998
26,Libya,LBY,620,1998
2,St. Lucia,LCA,56,1998
5,Sri Lanka,LKA,780,1998
6,Lesotho,LSO,570,1998
11,Lithuania,LTU,368,1998
9,Luxembourg,LUX,212,1998
7,Latvia,LVA,367,1998
12,Morocco,MAR,600,1998
3,Monaco,MCO,221,1998
1,Moldova,MDA,359,1998
5,Madagascar,MDG,580,1998
367,Mexico,MEX,70,1998
13,Macedonia,MKD,343,1998
2,Mali,MLI,432,1998
2,Malta,MLT,338,1998
14,Myanmar,MMR,775,1998
7,Mongolia,MNG,712,1998
7,Mozambique,MOZ,541,1998
NA,Mauritius,MUS,590,1998
63,Malaysia,MYS,820,1998
4,Namibia,NAM,565,1998
4,Niger,NER,436,1998
85,Nigeria,NGA,475,1998
47,Nicaragua,NIC,93,1998
54,Netherlands,NLD,210,1998
35,Norway,NOR,385,1998
6,Nepal,NPL,790,1998
18,New Zealand,NZL,920,1998
5,Oman,OMN,698,1998
154,Pakistan,PAK,770,1998
12,Panama,PAN,95,1998
25,Peru,PER,135,1998
23,Philippines,PHL,840,1998
7,Papua New Guinea,PNG,910,1998
73,Poland,POL,290,1998
60,North Korea,PRK,731,1998
17,Portugal,PRT,235,1998
11,Paraguay,PRY,150,1998
5,Qatar,QAT,694,1998
15,Romania,ROU,360,1998
833,Russia,RUS,365,1998
65,Rwanda,RWA,517,1998
56,Saudi Arabia,SAU,670,1998
114,Sudan,SDN,625,1998
6,Senegal,SEN,433,1998
22,Singapore,SGP,830,1998
1,Solomon Islands,SLB,940,1998
9,Sierra Leone,SLE,451,1998
30,El Salvador,SLV,92,1998
10,Somalia,SOM,520,1998
1,Suriname,SUR,115,1998
4,Slovakia,SVK,317,1998
1,Slovenia,SVN,349,1998
45,Sweden,SWE,380,1998
1,Swaziland,SWZ,572,1998
19,Syria,SYR,652,1998
NA,Togo,TGO,461,1998
51,Thailand,THA,800,1998
2,Tajikistan,TJK,702,1998
5,Turkmenistan,TKM,701,1998
9,Trinidad and Tobago,TTO,52,1998
11,Tunisia,TUN,616,1998
124,Turkey,TUR,640,1998
167,Tanzania,TZA,510,1998
21,Uganda,UGA,500,1998
16,Ukraine,UKR,369,1998
3,Uruguay,URY,165,1998
1849,United States,USA,2,1998
4,Uzbekistan,UZB,704,1998
1,St. Vincent and the Grenadines,VCT,57,1998
36,Venezuela,VEN,101,1998
34,Vietnam,VNM,816,1998
NA,Samoa,WSM,990,1998
5,Yemen,YEM,679,1998
153,South Africa,ZAF,560,1998
9,Zambia,ZMB,551,1998
24,Zimbabwe,ZWE,552,1998
44,Afghanistan,AFG,700,1999
24,Angola,AGO,540,1999
127,Albania,ALB,339,1999
4,United Arab Emirates,ARE,696,1999
71,Argentina,ARG,160,1999
15,Armenia,ARM,371,1999
1,Barbuda,ATG,58,1999
92,Australia,AUS,900,1999
29,Austria,AUT,305,1999
16,Azerbaijan,AZE,373,1999
42,Belgium,BEL,211,1999
1,Benin,BEN,434,1999
7,Bangladesh,BGD,771,1999
18,Bulgaria,BGR,355,1999
4,Bahrain,BHR,692,1999
49,Bosnia and Herzegovina,BIH,346,1999
21,Belarus,BLR,370,1999
5,Belize,BLZ,80,1999
12,Bolivia,BOL,145,1999
342,Brazil,BRA,140,1999
2,Barbados,BRB,53,1999
2,Bhutan,BTN,760,1999
1,Botswana,BWA,571,1999
205,Canada,CAN,20,1999
58,Chile,CHL,155,1999
928,China,CHN,710,1999
19,Ivory Coast,CIV,437,1999
1,Cameroon,CMR,471,1999
47,Congo,COG,484,1999
91,Colombia,COL,100,1999
1,Cape Verde,CPV,402,1999
4,Costa Rica,CRI,94,1999
161,Cuba,CUB,40,1999
14,Cyprus,CYP,352,1999
28,Czech Republic,CZE,316,1999
339,Germany,DEU,255,1999
2,Dominica,DMA,54,1999
29,Denmark,DNK,390,1999
21,Dominican Republic,DOM,42,1999
23,Algeria,DZA,615,1999
26,Ecuador,ECU,130,1999
67,Egypt,EGY,651,1999
13,Eritrea,ERI,531,1999
83,Spain,ESP,230,1999
1,Estonia,EST,366,1999
16,Ethiopia,ETH,530,1999
23,Finland,FIN,375,1999
2,Fiji,FJI,950,1999
385,France,FRA,220,1999
4,Gabon,GAB,481,1999
619,Great Britain,GBR,200,1999
55,Georgia,GEO,372,1999
14,Ghana,GHA,452,1999
15,Guinea,GIN,438,1999
1,Gambia,GMB,420,1999
2,Guinea-Bissau,GNB,404,1999
57,Greece,GRC,350,1999
32,Guatemala,GTM,90,1999
1,Guyana,GUY,110,1999
23,Honduras,HND,91,1999
33,Croatia,HRV,344,1999
29,Haiti,HTI,41,1999
39,Hungary,HUN,310,1999
283,Indonesia,IDN,850,1999
227,India,IND,750,1999
132,Ireland,IRL,205,1999
119,Iran,IRN,630,1999
207,Iraq,IRQ,645,1999
9,Iceland,ISL,395,1999
603,Israel,ISR,666,1999
209,Italy,ITA,325,1999
11,Jamaica,JAM,51,1999
74,Jordan,JOR,663,1999
541,Japan,JPN,740,1999
4,Kazakhstan,KAZ,705,1999
56,Kenya,KEN,501,1999
49,Cambodia,KHM,811,1999
182,South Korea,KOR,732,1999
11,Kuwait,KWT,690,1999
2,Laos,LAO,812,1999
37,Lebanon,LBN,660,1999
4,Liberia,LBR,450,1999
29,Libya,LBY,620,1999
NA,Liechtenstein,LIE,223,1999
7,Sri Lanka,LKA,780,1999
2,Lesotho,LSO,570,1999
3,Lithuania,LTU,368,1999
11,Luxembourg,LUX,212,1999
6,Latvia,LVA,367,1999
23,Morocco,MAR,600,1999
2,Monaco,MCO,221,1999
3,Moldova,MDA,359,1999
5,Madagascar,MDG,580,1999
310,Mexico,MEX,70,1999
129,Macedonia,MKD,343,1999
2,Mali,MLI,432,1999
2,Malta,MLT,338,1999
8,Myanmar,MMR,775,1999
2,Mongolia,MNG,712,1999
9,Mozambique,MOZ,541,1999
2,Malawi,MWI,553,1999
36,Malaysia,MYS,820,1999
8,Namibia,NAM,565,1999
69,Nigeria,NGA,475,1999
9,Nicaragua,NIC,93,1999
35,Netherlands,NLD,210,1999
25,Norway,NOR,385,1999
8,Nepal,NPL,790,1999
31,New Zealand,NZL,920,1999
2,Oman,OMN,698,1999
139,Pakistan,PAK,770,1999
37,Panama,PAN,95,1999
32,Peru,PER,135,1999
8,Philippines,PHL,840,1999
4,Papua New Guinea,PNG,910,1999
69,Poland,POL,290,1999
98,North Korea,PRK,731,1999
30,Portugal,PRT,235,1999
14,Paraguay,PRY,150,1999
1,Palestine,PSE,NA,1999
4,Qatar,QAT,694,1999
20,Romania,ROU,360,1999
961,Russia,RUS,365,1999
36,Rwanda,RWA,517,1999
39,Saudi Arabia,SAU,670,1999
31,Sudan,SDN,625,1999
7,Senegal,SEN,433,1999
22,Singapore,SGP,830,1999
1,Solomon Islands,SLB,940,1999
25,Sierra Leone,SLE,451,1999
25,El Salvador,SLV,92,1999
6,Somalia,SOM,520,1999
7,Slovakia,SVK,317,1999
7,Slovenia,SVN,349,1999
22,Sweden,SWE,380,1999
1,Swaziland,SWZ,572,1999
102,Syria,SYR,652,1999
1,Chad,TCD,483,1999
7,Togo,TGO,461,1999
33,Thailand,THA,800,1999
1,Tajikistan,TJK,702,1999
1,Turkmenistan,TKM,701,1999
2,Tonga,TON,955,1999
1,Trinidad and Tobago,TTO,52,1999
3,Tunisia,TUN,616,1999
212,Turkey,TUR,640,1999
43,Tanzania,TZA,510,1999
21,Uganda,UGA,500,1999
32,Ukraine,UKR,369,1999
14,Uruguay,URY,165,1999
1717,United States,USA,2,1999
7,Uzbekistan,UZB,704,1999
1,St. Vincent and the Grenadines,VCT,57,1999
54,Venezuela,VEN,101,1999
35,Vietnam,VNM,816,1999
1,Samoa,WSM,990,1999
7,Yemen,YEM,679,1999
150,South Africa,ZAF,560,1999
5,Zambia,ZMB,551,1999
13,Zimbabwe,ZWE,552,1999
74,Afghanistan,AFG,700,2000
28,Angola,AGO,540,2000
8,Albania,ALB,339,2000
7,United Arab Emirates,ARE,696,2000
61,Argentina,ARG,160,2000
11,Armenia,ARM,371,2000
129,Australia,AUS,900,2000
88,Austria,AUT,305,2000
15,Azerbaijan,AZE,373,2000
16,Burundi,BDI,516,2000
26,Belgium,BEL,211,2000
2,Burkina Faso,BFA,439,2000
16,Bangladesh,BGD,771,2000
8,Bulgaria,BGR,355,2000
6,Bahrain,BHR,692,2000
58,Bosnia and Herzegovina,BIH,346,2000
11,Belarus,BLR,370,2000
2,Belize,BLZ,80,2000
13,Bolivia,BOL,145,2000
238,Brazil,BRA,140,2000
7,Barbados,BRB,53,2000
4,Brunei,BRN,835,2000
3,Bhutan,BTN,760,2000
6,Botswana,BWA,571,2000
317,Canada,CAN,20,2000
88,Chile,CHL,155,2000
891,China,CHN,710,2000
22,Ivory Coast,CIV,437,2000
4,Cameroon,CMR,471,2000
48,Congo,COG,484,2000
160,Colombia,COL,100,2000
1,Cape Verde,CPV,402,2000
14,Costa Rica,CRI,94,2000
492,Cuba,CUB,40,2000
11,Cyprus,CYP,352,2000
39,Czech Republic,CZE,316,2000
353,Germany,DEU,255,2000
3,Djibouti,DJI,522,2000
1,Dominica,DMA,54,2000
37,Denmark,DNK,390,2000
21,Dominican Republic,DOM,42,2000
18,Algeria,DZA,615,2000
36,Ecuador,ECU,130,2000
97,Egypt,EGY,651,2000
32,Eritrea,ERI,531,2000
137,Spain,ESP,230,2000
3,Estonia,EST,366,2000
47,Ethiopia,ETH,530,2000
23,Finland,FIN,375,2000
8,Fiji,FJI,950,2000
382,France,FRA,220,2000
1,Gabon,GAB,481,2000
623,Great Britain,GBR,200,2000
65,Georgia,GEO,372,2000
6,Ghana,GHA,452,2000
6,Guinea,GIN,438,2000
2,Gambia,GMB,420,2000
3,Equatorial Guinea,GNQ,411,2000
42,Greece,GRC,350,2000
1,Grenada,GRD,55,2000
23,Guatemala,GTM,90,2000
9,Guyana,GUY,110,2000
7,Honduras,HND,91,2000
25,Croatia,HRV,344,2000
53,Haiti,HTI,41,2000
20,Hungary,HUN,310,2000
136,Indonesia,IDN,850,2000
210,India,IND,750,2000
158,Ireland,IRL,205,2000
181,Iran,IRN,630,2000
124,Iraq,IRQ,645,2000
6,Iceland,ISL,395,2000
1075,Israel,ISR,666,2000
182,Italy,ITA,325,2000
14,Jamaica,JAM,51,2000
46,Jordan,JOR,663,2000
534,Japan,JPN,740,2000
14,Kazakhstan,KAZ,705,2000
49,Kenya,KEN,501,2000
7,Kyrgyzstan,KGZ,703,2000
35,Cambodia,KHM,811,2000
2,Nauru,KIR,946,2000
1,St. Kitts and Nevis,KNA,60,2000
225,South Korea,KOR,732,2000
16,Kuwait,KWT,690,2000
6,Laos,LAO,812,2000
163,Lebanon,LBN,660,2000
10,Liberia,LBR,450,2000
31,Libya,LBY,620,2000
1,St. Lucia,LCA,56,2000
5,Liechtenstein,LIE,223,2000
25,Sri Lanka,LKA,780,2000
5,Lithuania,LTU,368,2000
4,Luxembourg,LUX,212,2000
3,Latvia,LVA,367,2000
22,Morocco,MAR,600,2000
2,Monaco,MCO,221,2000
1,Moldova,MDA,359,2000
1,Madagascar,MDG,580,2000
1,Maldives,MDV,781,2000
357,Mexico,MEX,70,2000
1,Marshall Islands,MHL,983,2000
3,Macedonia,MKD,343,2000
7,Mali,MLI,432,2000
2,Malta,MLT,338,2000
43,Myanmar,MMR,775,2000
6,Mongolia,MNG,712,2000
20,Mozambique,MOZ,541,2000
1,Mauritania,MRT,435,2000
2,Mauritius,MUS,590,2000
1,Malawi,MWI,553,2000
21,Malaysia,MYS,820,2000
10,Namibia,NAM,565,2000
1,Niger,NER,436,2000
43,Nigeria,NGA,475,2000
9,Nicaragua,NIC,93,2000
69,Netherlands,NLD,210,2000
34,Norway,NOR,385,2000
3,Nepal,NPL,790,2000
2,Nauru,NRU,970,2000
38,New Zealand,NZL,920,2000
2,Oman,OMN,698,2000
110,Pakistan,PAK,770,2000
22,Panama,PAN,95,2000
106,Peru,PER,135,2000
66,Philippines,PHL,840,2000
NA,Papua New Guinea,PNG,910,2000
34,Poland,POL,290,2000
136,North Korea,PRK,731,2000
23,Portugal,PRT,235,2000
3,Paraguay,PRY,150,2000
3,Qatar,QAT,694,2000
31,Romania,ROU,360,2000
884,Russia,RUS,365,2000
24,Rwanda,RWA,517,2000
55,Saudi Arabia,SAU,670,2000
15,Sudan,SDN,625,2000
14,Senegal,SEN,433,2000
34,Singapore,SGP,830,2000
1,Solomon Islands,SLB,940,2000
98,Sierra Leone,SLE,451,2000
19,El Salvador,SLV,92,2000
9,Somalia,SOM,520,2000
4,Suriname,SUR,115,2000
14,Slovakia,SVK,317,2000
5,Slovenia,SVN,349,2000
44,Sweden,SWE,380,2000
133,Syria,SYR,652,2000
8,Chad,TCD,483,2000
1,Togo,TGO,461,2000
43,Thailand,THA,800,2000
9,Tajikistan,TJK,702,2000
2,Turkmenistan,TKM,701,2000
3,Trinidad and Tobago,TTO,52,2000
5,Tunisia,TUN,616,2000
128,Turkey,TUR,640,2000
36,Tanzania,TZA,510,2000
36,Uganda,UGA,500,2000
44,Ukraine,UKR,369,2000
2,Uruguay,URY,165,2000
1550,United States,USA,2,2000
7,Uzbekistan,UZB,704,2000
4,St. Vincent and the Grenadines,VCT,57,2000
56,Venezuela,VEN,101,2000
81,Vietnam,VNM,816,2000
2,Samoa,WSM,990,2000
87,Yemen,YEM,679,2000
11,Yugoslavia,YUG,345,2000
135,South Africa,ZAF,560,2000
8,Zambia,ZMB,551,2000
75,Zimbabwe,ZWE,552,2000
1886,Afghanistan,AFG,700,2001
19,Angola,AGO,540,2001
20,Albania,ALB,339,2001
13,United Arab Emirates,ARE,696,2001
169,Argentina,ARG,160,2001
11,Armenia,ARM,371,2001
155,Australia,AUS,900,2001
38,Austria,AUT,305,2001
25,Azerbaijan,AZE,373,2001
14,Burundi,BDI,516,2001
60,Belgium,BEL,211,2001
2,Benin,BEN,434,2001
4,Burkina Faso,BFA,439,2001
25,Bangladesh,BGD,771,2001
20,Bulgaria,BGR,355,2001
8,Bahrain,BHR,692,2001
76,Bosnia and Herzegovina,BIH,346,2001
17,Belarus,BLR,370,2001
13,Belize,BLZ,80,2001
13,Bolivia,BOL,145,2001
210,Brazil,BRA,140,2001
6,Brunei,BRN,835,2001
3,Bhutan,BTN,760,2001
12,Botswana,BWA,571,2001
291,Canada,CAN,20,2001
39,Chile,CHL,155,2001
875,China,CHN,710,2001
13,Ivory Coast,CIV,437,2001
3,Cameroon,CMR,471,2001
69,Congo,COG,484,2001
135,Colombia,COL,100,2001
